step,view_id,next_view_id,variance_sum,variance_reduction_rate,variance_reduction_rate_best_so_far,policy_score,centroid_x,centroid_y,centroid_z,semantic_visibility,distance_to_gt,success
0,12,6,3811.912353515625,0.0,0.0,0.0,-0.4737803109082645,-0.016065110995569447,-3.1554239382717394e-05,0.10029220581054688,,
1,6,21,4508.2490234375,-0.18267384067203493,0.0,0.0,-0.47307764038349964,-0.015576726723332438,-6.616971094434744e-05,0.010410308837890625,,
2,21,16,3604.27587890625,0.0544704220226568,0.0544704220226568,0.0,-0.47411092398358795,-0.01595467115772977,0.00011491394640865659,0.009159088134765625,,
