step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,7,1493.509765625,0.0,0.0,-0.392719589248454,-0.014412752057148029,0.004358252705187318,,
1,7,21,2207.521728515625,-0.4780765277365476,0.0,-0.35127403773682014,-0.0044263062513187085,0.024282871040178382,,
2,21,16,1538.42431640625,-0.030073155070703055,0.0,-0.39453419349236135,-0.01917767768333487,-0.01046352706694392,,
