step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,12,4079.37744140625,0.0,0.0,-0.26488771400374284,-0.001665310305331985,-0.058572439114447074,,
1,12,1,5242.90380859375,-0.285221552528468,0.0,-0.19396791263526522,0.005367046447840364,-0.058704778536334344,,
2,1,13,3639.36669921875,0.1078622286139374,0.0,-0.2795809220243217,-0.01607052702173194,-0.06690134543509028,,
