step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,14,4115.95703125,0.0,0.9940931675802063,-0.26222585488447653,-0.012707174774693202,0.00032354869337190514,,
1,14,9,5135.849609375,-0.24778989925831724,0.993766301770733,-0.18388703959067743,0.004117828239442969,-0.029075112276577525,,
2,9,22,3126.5703125,0.2403782914248566,0.9935114439033352,-0.2997233588027613,0.011509997513337552,-0.003541139192814294,,
