step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,12,1641.8218994140625,0.0,0.0,-0.36677046598529944,0.005583452014950143,0.00022841501642704363,,
1,12,1,2260.187744140625,-0.3766339363284449,0.0,-0.32655717816550234,-0.009104810938300673,-0.019577286222382768,,
2,1,13,2122.17529296875,-0.29257338675170386,0.0,-0.35817593890327454,-0.006491460575097242,-0.022530904316242543,,
