policy,n,mean_vrr_final,std_vrr_final,mean_vrr_best_final,std_vrr_best_final,mean_var_final,std_var_final,mean_semantic_vis_1,mean_semantic_vis_best,semantic_pass_k_rate,gt_runs,success_rate
active_combined,3,-0.08449190051083433,0.11872366246335216,0.026039865150018545,0.045102369462074285,4084.78564453125,461.3413980932195,0.11748758951822917,0.17437616984049478,1.0,0,0.0
