run_root,mesh,traj,policy,trial,n_steps,init_view,final_view,variance_0,variance_final,vrr_final,vrr_best_final,policy_score_final,semantic_visibility_0,semantic_visibility_1,semantic_visibility_best,semantic_pass_k,distance_to_gt_final,success_final
outputs/single_demo/run_20260129_094611/ACE_Coffee_Mug_Kristen_16_oz_cup,ACE_Coffee_Mug_Kristen_16_oz_cup,active_combined_t0,active_combined,0,3,0,1,3418.63037109375,3612.81494140625,-0.05680186192529874,0.0,0.9664180278778076,0.049129486083984375,0.1451873779296875,0.1451873779296875,True,nan,
outputs/single_demo/run_20260129_094611/ACE_Coffee_Mug_Kristen_16_oz_cup,ACE_Coffee_Mug_Kristen_16_oz_cup,active_combined_t1,active_combined,1,3,8,10,3381.1865234375,4106.8349609375,-0.21461354837125812,0.0,0.0,0.19135665893554688,0.15814590454101562,0.19135665893554688,True,nan,
outputs/single_demo/run_20260129_094611/ACE_Coffee_Mug_Kristen_16_oz_cup,ACE_Coffee_Mug_Kristen_16_oz_cup,active_combined_t2,active_combined,2,3,16,1,4617.54443359375,4534.70703125,0.017939708764053878,0.07811959545005563,0.0,0.18658447265625,0.049129486083984375,0.18658447265625,True,nan,
