step,view_id,next_view_id,variance_sum,variance_reduction_rate,variance_reduction_rate_best_so_far,policy_score,centroid_x,centroid_y,centroid_z,semantic_visibility,distance_to_gt,success
0,1,11,4889.0615234375,0.0,0.0,0.2004936933517456,-0.20713074004582663,0.004256290125689502,-0.030502117430750323,0.14844894409179688,,
1,11,19,3715.931640625,0.23994991210249123,0.23994991210249123,0.16321417689323425,-0.2544872954155613,-0.026388998779274933,-0.053232001838623394,0.03626251220703125,,
2,19,15,3760.800048828125,0.23077260721728332,0.23994991210249123,0.1793847680091858,-0.2751986504205114,-0.014246032643096075,-0.03633800336076179,0.0066070556640625,,
