step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,12,5136.361328125,0.0,0.0,-0.227223726150674,0.0010744924948006098,-0.05091865222895407,,
1,12,1,3715.48583984375,0.27663075035259105,0.0,-0.2903442143653731,0.00670268559544278,-0.07122616006570778,,
2,1,13,4516.2080078125,0.12073786883269824,0.0,-0.23466746541282232,0.009522080432227157,-0.07305842526448991,,
