step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,7,4782.3876953125,0.0,0.0,-0.23124618523377788,0.004722539334478693,-0.055435382569250014,,
1,7,21,4966.6728515625,-0.03853413148219429,0.0,-0.20967132727493046,-0.0025052653193477843,-0.03717583906019199,,
2,21,16,4788.3203125,-0.001240513644118587,0.0,-0.205576811495925,0.008368466859571265,-0.0291196178828704,,
