step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,7,167.62948608398438,0.0,0.0,-0.46540124747572675,-0.007933065451969716,8.618545980647376e-05,,
1,7,21,163.80194091796875,0.022833364555553067,0.0,-0.46554253511475513,-0.00838966000542544,-6.593423154613747e-06,,
2,21,16,163.48097229003906,0.02474811496986191,0.0,-0.46557267647774736,-0.008441936431865455,2.3076981041082088e-05,,
