step,view_id,next_view_id,variance_sum,variance_reduction_rate,variance_reduction_rate_best_so_far,policy_score,centroid_x,centroid_y,centroid_z,semantic_visibility,distance_to_gt,success
0,12,13,3968.57275390625,0.0,0.0,0.7740189317293437,-0.4732257569250798,-0.015191717906983747,-0.0002500791210778552,0.001682281494140625,,
1,13,11,4179.4052734375,-0.05312552713660809,0.0,0.7532356112184582,-0.4705335209634077,-0.013361572022786886,-0.0018416843747174256,0.006145477294921875,,
2,11,14,4121.765625,-0.038601502503126064,0.0,0.6663967513394919,-0.4729262271303414,-0.015253648988757269,-0.0005978821924827441,0.000385284423828125,,
