step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,12,187.2274169921875,0.0,0.0,-0.464359251137898,-0.0052867479729933374,3.7912183138920714e-05,,
1,12,1,157.68826293945312,0.15777151940288192,0.0,-0.4664569016186626,-0.00917404188142392,6.122464357837728e-06,,
2,1,13,190.35690307617188,-0.016714892157674535,0.0,-0.4634729066823984,-0.005300405778099281,2.5902733821434486e-06,,
