step,active,active_combined,geometric,random
0,1.0,1.0,1.0,1.0
1,0.9633731245994568,0.9526081085205078,0.95171058177948,0.9619069695472717
2,0.9335520267486572,0.9407451152801514,0.9314799904823303,0.9290741086006165
