step,active,active_combined,geometric,random
0,0.01665344275534153,0.00816446915268898,0.020187633112072945,0.015528107061982155
1,0.02421417273581028,0.012560781091451645,0.018508655950427055,0.0116513567045331
2,0.02678578719496727,0.024827321991324425,0.02704823762178421,0.009752909652888775
