step,active,active_combined,geometric,random
0,0.01665344275534153,0.00816446915268898,0.020187633112072945,0.015528107061982155
1,0.03864084929227829,0.019078826531767845,0.028430938720703125,0.022855885326862335
2,0.05782826617360115,0.03833312913775444,0.0444691963493824,0.02851511724293232
