step,view_id,next_view_id,variance_sum,variance_reduction_rate,variance_reduction_rate_best_so_far,policy_score,centroid_x,centroid_y,centroid_z,semantic_visibility,distance_to_gt,success
0,12,0,4992.9208984375,0.0,0.0,0.0,-0.47329993293557004,-0.015679866699822177,-0.00024089542454109778,0.10028076171875,,
1,0,11,4833.49853515625,0.031929679344838036,0.031929679344838036,0.0,-0.47411092398358795,-0.01595467115772977,0.00011491394640865659,0.003398895263671875,,
2,11,23,4067.431396484375,0.1853603373213364,0.1853603373213364,0.0,-0.4739281919704465,-0.01618920863851465,3.2496156976208665e-05,0.13933181762695312,,
