step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,7,4655.53955078125,0.0,0.0,-0.19766258439582335,0.008756536908098942,-0.0016813229044217392,,
1,7,21,3632.92431640625,0.21965557874025451,0.0,-0.26761574283395084,-0.03299184110980494,-0.011002303930433752,,
2,21,16,2850.744140625,0.38766621794747413,0.0,-0.34018884505818986,0.009207479955993596,0.004485882539108434,,
