step,view_id,next_view_id,variance_sum,variance_reduction_rate,variance_reduction_rate_best_so_far,policy_score,centroid_x,centroid_y,centroid_z,semantic_visibility,distance_to_gt,success
0,12,0,4992.9208984375,0.0,0.0,0.0,-0.183252658091446,0.02713311367815055,-0.035495693552762386,0.10028457641601562,,
1,0,1,4752.76953125,0.04809837208970279,0.04809837208970279,0.0,-0.22815975675922837,-0.028109175784429157,-0.038943582903818885,0.003398895263671875,,
2,1,2,5440.505859375,-0.08964391185880165,0.04809837208970279,0.0,-0.16041798535128834,-0.03467622524640577,-0.04887186529824934,0.00217437744140625,,
