step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,12,4647.4609375,0.0,0.0,-0.2301092906984053,0.011711332398951115,-0.06297284263194429,,
1,12,1,3810.11328125,0.1801731456188275,0.0,-0.25626021980595365,-0.02879983685987289,-0.06576609925550839,,
2,1,13,4171.00732421875,0.10251912166421517,0.0,-0.24887935354317164,0.0014260632365795602,-0.07171407337914702,,
