step,view_id,next_view_id,variance_sum,variance_reduction_rate,variance_reduction_rate_best_so_far,policy_score,centroid_x,centroid_y,centroid_z,semantic_visibility,distance_to_gt,success
0,0,3,3418.63037109375,0.0,0.0,0.9741474390029907,-0.3033172453808034,-0.021765125312716738,-0.007086517014799389,0.049129486083984375,,
1,3,1,4746.185546875,-0.38832954478097453,0.0,0.0,-0.2867856496970899,-0.034103068390752764,-0.006193579136148554,0.1451873779296875,,
2,1,9,3612.81494140625,-0.05680186192529874,0.0,0.9664180278778076,-0.3381152134760769,-0.021649269448714537,1.5541640292971234e-05,0.0395355224609375,,
