step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,21,5182.1474609375,0.0,0.0,-0.21313946785424687,0.0014321857009374245,-0.05318302212375986,,
1,21,4,4358.80224609375,0.15888108569855305,0.0,-0.24552235923988414,0.034605581426892115,-0.04619893864725619,,
2,4,19,4311.6513671875,0.16797979994041293,0.0,-0.2636194219640791,0.011795398544172149,-0.03528117182083973,,
