step,view_id,next_view_id,variance_sum,variance_reduction_rate,variance_reduction_rate_best_so_far,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,1,0,4163.42431640625,0.0,0.0,0.9890190418350533,-0.47243431066712716,-0.01451918874521497,-0.0004704878379600327,,
1,0,23,4650.8193359375,-0.11706590116473058,0.0,0.9867818276896995,-0.47347112645819184,-0.015727198058896236,-0.00045047208909786916,,
2,23,2,4967.0869140625,-0.19302923184873666,0.0,0.9877122865870357,-0.47411092398358795,-0.01595467115772977,0.00011491394640865659,,
