step,view_id,next_view_id,variance_sum,variance_reduction_rate,policy_score,centroid_x,centroid_y,centroid_z,distance_to_gt,success
0,0,12,3729.67919921875,0.0,0.0,-0.2783985799650677,-0.01573920750821351,-0.0669232450191405,,
1,12,1,5245.544921875,-0.40643327259185613,0.0,-0.194927491183658,0.006860927751152862,-0.06012118711758102,,
2,1,13,3756.97998046875,-0.007319873852882214,0.0,-0.27263004114300576,-0.019174616451155885,-0.0658113112999968,,
