step,view_id,next_view_id,variance_sum,variance_reduction_rate,variance_reduction_rate_best_so_far,policy_score,centroid_x,centroid_y,centroid_z,semantic_visibility,distance_to_gt,success
0,12,0,4992.9208984375,0.0,0.0,0.9917268283535762,-0.47329993293557004,-0.015679866699822177,-0.00024089542454109778,0.10028076171875,,
1,0,1,4833.49853515625,0.031929679344838036,0.031929679344838036,0.9901878581127813,-0.47411092398358795,-0.01595467115772977,0.00011491394640865659,0.003398895263671875,,
2,1,23,5012.42333984375,-0.0039060185015855455,0.031929679344838036,0.9899171894272608,-0.47360417231827545,-0.015664796018325964,-0.00017354831660487696,0.00217437744140625,,
