step,view_id,next_view_id,variance_sum,variance_reduction_rate,variance_reduction_rate_best_so_far,policy_score,centroid_x,centroid_y,centroid_z,semantic_visibility,distance_to_gt,success
0,12,0,5299.55859375,0.0,0.0,0.0,-0.1853653792536989,-0.012959844169153285,0.03138893284504331,0.03176116943359375,,
1,0,13,3539.277587890625,0.33215615503060025,0.33215615503060025,0.9812713265419006,-0.27804512538810155,-0.04329641958284366,-0.05519071947433473,0.17477798461914062,,
2,13,1,5516.625,-0.040959336973082225,0.33215615503060025,0.0,-0.20436974409983946,-0.013579861425083705,0.010456698164390843,0.0173492431640625,,
